918208,397387,811605,90|5|72|52|17,619,311717,2425,14954
904540,767557,87512,85|16|47|95|31,2390,132072,99997044,13459
680124,371065,533244,22|6|54|45,1782,126050,436,8259
162382,468855,545493,66|38|91|33,99997104,1695,934,9195
736774,550021,639328,63|96|90|61,99999418,50157,99998592,1318
890349,553127,840740,74|9|23|23,99999320,34245,99998343,1983
546369,465674,963407,67|14|45|0,99998052,211665,2063,276
874655,770624,760440,76|77|28|69,2419,9974,2880,2881
311809,184405,90382,34|18|66|46|93,99998599,39628,1551,10891
299029,451068,247283,27|86|96|7,99997250,259825,99999884,9064
98961,75806,503808,92|25|26|67,502,58724,2127,2032
472092,916532,680590,10|19|79|33,99998395,363408,1110,3899
593174,648524,31538,68|79|53|19|11,2586,123671,99999395,21759
108253,354752,28829,36|84|28|98|48,2458,178503,1600,12931
196780,595671,229777,5|64|13|75|99,1456,219512,1832,14662
836334,52715,747597,49|65|93|5,99999835,247824,1625,10666
747138,576449,297810,98|96,99997196,75571,99999001,99998203
13494,712570,203574,59|55|26|90,99997353,278683,549,4588
42449,552743,234556,28|87|47|48|63,1957,364098,1828,20995
166308,14123,701742,91|47|58|59|87,99998464,289769,99997845,16755
692147,80590,618574,19|39|40|46|74,1461,189590,823,18589
647319,853376,7426,88|15|21|45,99998622,327417,99997515,5099
958530,433096,311329,60|11|82|7|52,1889,301214,99997758,20889
245582,325456,294240,42|41|35|25,1332,158858,2236,5471
827268,687088,257841,61|9|28|32,99998226,315558,99997245,2499
439196,510428,351120,60|74|60|12|66,99998394,167562,99997171,15593
798034,82753,553711,66|20|48,782,397689,99999619,2718
447792,522142,829026,12|8|60|82|43,99999599,90211,99997165,14013
609217,972627,236941,14|58|99|61|47,99999030,3781,99999880,14760
326004,547452,352860,67|28|29|7|18,2849,171936,99997846,16636
781750,995010,271049,94|54|64|76,99998099,25561,99997603,7701
396510,91646,961029,90|16|34|62|39,99998214,124627,99998624,14786
711509,738266,261710,42|84|69|31|39,1025,119817,219,13748
18430,915176,499008,66|72|70|5|75,600,275979,99999671,21668
291846,651240,32332,5|10|11|82,541,69044,2712,10599
196743,81871,945161,2|32|36|5,99997677,178781,166,1153
431614,721953,379749,41|83|95|51,920,180123,99999006,6353
99919,258611,338959,35|94|54|58,99999551,340749,99999573,6489
658607,196425,234106,77|79|86|32,99998853,99999047,2696,7431
136159,608240,757567,16|27|99|99,365,326652,99998320,7334
998283,811958,873754,44|49|8|9|94,99998867,241986,99999589,17158
612952,709595,214160,14|4|58|28|46,1789,173286,99998362,15184
826885,278741,762336,81|37|46|41,99997381,242812,99999589,7534
923037,534771,440293,71|30|2|97,1116,63594,99999541,6324
886303,377178,494891,37|54|87|25|30,99997311,238456,1587,19921
466258,413334,865076,16|52|52|58|76,99998994,44365,2410,12062
960434,513329,647097,31|63|2|94,1538,252267,99997725,2637
471747,583562,170575,30|68|39|1|16,675,22866,99997386,12449
918038,813400,725515,3|93|33|75,99999882,351651,2150,285
664160,91451,607126,52|69|70|77|83,99997671,3659,99999785,18939
699611,413478,390181,97|62|23|55,1031,370925,906,10786
597077,765271,340490,7|46|98|68|59,99997991,132859,99999710,12831
214950,725058,395884,66|26|18|47,1201,40178,1725,5061
234996,787696,780760,46|37|13|28|42,99998044,109863,99998036,18887
49345,831138,411813,95|58|44|21|27,99997670,191288,99998849,12137
804785,141007,150985,11|44|2|2|17,99998094,173915,99998382,14783
521754,472010,207570,69|10|6|66,99999528,116907,1478,6579
118094,689667,305289,2|37|76|89|65,99997057,147372,99999904,18740
97949,988355,176150,27|45|8|99,2751,4788,467,9735
728278,622984,551934,97|43|57|7|86,99999000,228117,99999284,12322
370424,655297,189904,31|71|97|89,92,345024,2433,8682
389647,866488,492732,49|66|83|20|84,2911,45038,1273,18113
138403,670521,112089,43|5|65|72|53,1529,41486,99997212,12766
384610,246112,774612,83|50|84|10|64,2961,344821,99999216,13916
254423,172746,694240,74|42|62|53|92,99998913,172595,99999741,14786
346020,402068,504125,23|62|41|31|76,2678,81757,99998505,17475
263583,788467,372486,87|65|9|89,2214,359509,55,1800
437647,454421,423979,91|86|98|88|81,99997641,11771,962,20096
401921,73769,893652,94|8|64|56,2540,347698,2693,4964
205212,445632,317427,27|56|89|58|36,99997523,68465,2474,15569
564961,486567,377959,74|40|57|6,99997647,188771,99999022,1558
378609,617819,954211,53|24|94|27|88,365,167012,545,8508
899590,75058,544394,48|81|67|9|10,1380,208065,125,10250
92107,779140,741722,76|16|23|18,99998211,277536,99998824,1422
260351,369111,933065,60|7|41|87|83,99997236,232835,873,13968
997535,395373,466819,21|78|83|10|10,1505,210132,99999956,20699
794257,818314,707637,25|87|2|77,99998327,277425,1437,10050
181766,652764,529561,96|2|80|58,99999942,72541,99999650,7726
308108,707250,796484,85|28|61|20|18,99999112,184701,3045,12560
289611,375890,350857,81|32|94|71,99997514,34686,2040,528
28428,563728,907335,21|74|61|47|35,99999453,127305,1648,16010
113448,774753,442711,86|95|41|42,99997561,390157,99998460,1138
402141,127764,218172,73|75|79|17|82,123,359348,99999465,13167
658081,415575,149185,58|13|37|74,64,89271,2413,3936
434076,786584,53694,33|30|29|26,99998851,76146,99997452,1731
686713,31881,344634,92|7|10|56,99997562,110712,703,6529
900847,799314,345204,71|76|48|78,2386,124297,99998734,1448
844091,987583,409046,51|18|72|68,99998347,130466,2774,4894
197032,667622,858416,46|49|47|76,2100,70028,2174,6298
612326,77902,76875,45|69|75|93|20,2734,191093,99999208,20576
241437,763031,750579,8|33|23|76|71,2309,203605,99999454,9174
360279,312955,385781,59|37|68|99,2091,393450,99998179,2850
467280,388121,182175,2|63|99|34,99998811,248549,99999989,2590
342905,345399,156099,48|80|35|35|24,99998131,268812,1710,8063
966179,380763,186532,42|32|11|89,99998136,240898,99997989,5196
609983,471022,28271,16|67|58|76,99999331,96768,2980,5229
263503,904653,506313,72|60|17|78|53,570,152911,99997926,9766
787,459665,223167,21|87|12,99997428,81296,99998797,1513
679264,450138,360180,63|97|35|63|0,875,217131,99999052,17487
487378,374551,733327,1|72|56|22,132,89520,99999604,11072
